Date,Cash Price,Basis,Fall Price,Fall Basis
2007-09-13,8.81,-0.6,8.78,-0.4
2007-09-14,8.93,-0.62,8.85,-0.4
2007-09-17,9.07,-0.62,8.9,-0.4
2007-09-18,9.08,-0.62,8.88,-0.4
2007-09-19,9.15,-0.56,9.0,-0.4
2007-09-20,9.33,-0.56,9.14,-0.4
2007-09-21,9.23,-0.56,9.03,-0.4
2007-09-24,9.23,-0.56,9.02,-0.4
2007-09-25,9.18,-0.55,8.96,-0.4
2007-09-26,9.41,-0.5,9.16,-0.4
2007-09-27,9.59,-0.5,9.34,-0.4
2007-09-28,9.41,-0.5,9.24,-0.4
2007-10-01,9.42,-0.5,9.28,-0.4
2007-10-02,8.94,-0.5,9.06,-0.4
2007-10-03,9.01,-0.5,9.1,-0.4
2007-10-04,9.04,-0.5,9.09,-0.4
2007-10-05,8.91,-0.5,8.97,-0.4
2007-10-08,8.76,-0.5,8.76,-0.4
2007-10-09,9.0,-0.5,8.96,-0.4
2007-10-10,9.23,-0.45,9.06,-0.4
2007-10-11,9.37,-0.45,9.1,-0.4
2007-10-12,9.32,-0.45,9.21,-0.4
2007-10-15,9.42,-0.45,9.37,-0.4
2007-10-16,9.38,-0.4,9.34,-0.4
2007-10-18,9.52,-0.4,9.43,-0.4
2007-10-19,9.43,-0.4,9.32,-0.4
2007-10-22,9.42,-0.35,9.25,-0.4
2007-10-23,9.47,-0.35,9.21,-0.4
2007-10-24,9.41,-0.35,9.14,-0.4
2007-10-25,9.6,-0.35,9.28,-0.4
2007-10-26,9.61,-0.35,9.31,-0.4
2007-10-29,9.81,-0.3,9.4,-0.4
2007-10-30,9.62,-0.3,9.23,-0.4
2007-10-31,9.8,-0.3,9.36,-0.4
2007-11-01,9.61,-0.45,9.2,-0.4
2007-11-02,9.72,-0.45,9.29,-0.4
2007-11-05,9.76,-0.45,9.26,-0.4
2007-11-06,10.0,-0.45,9.42,-0.4
2007-11-07,9.99,-0.4,9.37,-0.4
2007-11-08,10.01,-0.4,9.33,-0.4
2007-11-09,10.16,-0.4,9.5,-0.4
2007-11-12,10.06,-0.4,9.43,-0.4
2007-11-13,10.16,-0.4,9.55,-0.4
2007-11-14,10.4,-0.4,9.7,-0.4
2007-11-15,10.39,-0.4,9.71,-0.4
2007-11-16,10.38,-0.4,9.77,-0.4
2007-11-19,10.31,-0.4,9.77,-0.4
2007-11-20,10.47,-0.4,9.88,-0.4
2007-11-21,10.44,-0.4,9.83,-0.4
2007-11-23,10.6,-0.4,9.94,-0.4
2007-11-26,10.64,-0.4,9.98,-0.4
2007-11-27,10.51,-0.4,9.86,-0.4
2007-11-28,10.57,-0.4,9.88,-0.4
2007-11-29,10.63,-0.35,9.82,-0.4
2007-11-30,10.45,-0.35,9.71,-0.4
2007-12-03,10.44,-0.35,9.76,-0.4
2007-12-04,10.57,-0.35,9.93,-0.4
2007-12-05,10.65,-0.35,9.99,-0.4
2007-12-06,10.64,-0.35,9.96,-0.4
2007-12-07,10.85,-0.35,10.14,-0.4
2007-12-10,10.91,-0.35,10.15,-0.4
2007-12-11,11.01,-0.35,10.17,-0.4
2007-12-12,11.17,-0.35,10.24,-0.4
2007-12-13,11.11,-0.35,10.15,-0.4
2007-12-14,11.22,-0.35,10.11,-0.4
2007-12-17,11.22,-0.35,10.07,-0.4
2007-12-18,11.15,-0.35,10.13,-0.4
2007-12-19,11.24,-0.35,10.31,-0.4
2007-12-20,11.26,-0.35,10.38,-0.4
2007-12-21,11.43,-0.35,10.54,-0.4
2007-12-24,11.46,-0.35,10.61,-0.4
2007-12-26,11.86,-0.35,10.87,-0.4
2007-12-27,11.75,-0.38,10.82,-0.4
2007-12-28,11.68,-0.55,10.8,-0.4
2007-12-31,11.59,-0.55,10.81,-0.4
2008-01-02,11.94,-0.55,11.08,-0.4
2008-01-03,12.13,-0.55,11.2,-0.42
2008-01-04,12.08,-0.55,11.16,-0.45
2008-01-07,11.95,-0.55,11.23,-0.45
2008-01-08,12.12,-0.55,11.36,-0.45
2008-01-09,12.07,-0.55,11.39,-0.45
2008-01-10,12.05,-0.55,11.5,-0.45
2008-01-11,12.34,-0.65,11.88,-0.57
2008-01-14,12.25,-0.72,11.99,-0.64
2008-01-15,12.3,-0.72,12.21,-0.64
2008-01-16,12.05,-0.72,12.1,-0.64
2008-01-17,11.99,-0.72,12.06,-0.64
2008-01-18,11.96,-0.68,11.91,-0.64
2008-01-22,11.75,-0.65,11.54,-0.64
2008-01-23,11.25,-0.65,11.04,-0.64
2008-01-24,11.66,-0.65,11.51,-0.64
2008-01-25,11.85,-0.58,11.7,-0.62
2008-01-28,11.96,-0.58,11.67,-0.62
2008-01-29,12.12,-0.55,11.61,-0.62
2008-01-30,12.21,-0.55,11.67,-0.62
2008-01-31,12.22,-0.53,11.84,-0.62
2008-02-01,12.34,-0.53,11.92,-0.62
2008-02-04,12.73,-0.53,12.33,-0.62
2008-02-05,12.7,-0.53,12.28,-0.62
2008-02-06,12.69,-0.5,12.18,-0.62
2008-02-07,12.82,-0.5,12.19,-0.62
2008-02-08,12.79,-0.6,12.15,-0.7
2008-02-11,12.66,-0.6,12.12,-0.7
2008-02-12,12.61,-0.6,12.01,-0.7
2008-02-13,12.69,-0.6,12.01,-0.7
2008-02-14,13.13,-0.55,12.36,-0.7
2008-02-15,13.19,-0.55,12.48,-0.7
2008-02-19,13.44,-0.55,12.91,-0.7
2008-02-20,13.38,-0.6,12.91,-0.75
2008-02-21,13.46,-0.6,13.04,-0.75
2008-02-22,13.6,-0.6,13.16,-0.75
2008-02-25,13.92,-0.6,13.42,-0.75
2008-02-26,14.07,-0.6,13.52,-0.75
2008-02-27,13.99,-0.6,13.32,-0.75
2008-02-28,14.39,-0.6,13.49,-0.75
2008-02-29,14.67,-0.7,13.51,-0.75
2008-03-03,14.92,-0.7,13.58,-0.9
2008-03-04,14.41,-0.7,13.09,-0.9
2008-03-05,14.39,-0.7,12.82,-0.1
2008-03-06,13.89,-0.7,12.52,-1.1
2008-03-07,13.39,-0.7,12.02,-1.1
2008-03-10,13.37,-0.7,11.9,-1.1
2008-03-11,13.38,-0.7,12.05,-1.1
2008-03-12,13.25,-0.7,12.07,-1.1
2008-03-13,13.33,-0.7,12.11,-1.1
2008-03-14,12.83,-0.7,11.69,-1.1
2008-03-17,12.33,-0.7,11.19,-1.1
2008-03-18,12.37,-0.7,11.3,-1.1
2008-03-19,11.92,-0.65,10.8,-1.1
2008-03-20,11.42,-0.65,10.3,-1.1
2008-03-24,11.94,-0.63,10.79,-1.1
2008-03-25,12.44,-0.63,11.29,-1.1
2008-03-26,12.89,-0.63,11.35,-1.1
2008-03-27,12.64,-0.63,10.99,-1.1
2008-03-28,12.04,-0.63,10.5,-1.1
2008-03-31,11.39,-0.58,9.8,-1.1
2008-04-01,11.53,-0.58,10.37,-1.1
2008-04-02,11.9,-0.53,10.6,-1.1
2008-04-03,12.04,-0.53,10.85,-1.1
2008-04-04,12.24,-0.53,11.14,-1.1
2008-04-07,12.02,-0.53,11.05,-1.1
2008-04-08,11.99,-0.53,10.96,-1.1
2008-04-09,12.6,-0.53,11.34,-1.1
2008-04-10,13.03,-0.53,11.61,-1.1
2008-04-11,12.85,-0.48,11.53,-1.1
2008-04-14,13.25,-0.48,11.77,-1.1
2008-04-15,13.32,-0.48,11.9,-1.1
2008-04-16,13.02,-0.43,11.64,-1.1
2008-04-17,13.08,-0.43,11.68,-1.1
2008-04-18,13.19,-0.43,11.71,-1.1
2008-04-21,12.78,-0.38,11.36,-1.0
2008-04-22,13.37,-0.38,11.77,-1.0
2008-04-23,13.39,-0.33,11.68,-0.9
2008-04-24,13.16,-0.33,11.51,-0.9
2008-04-25,12.93,-0.33,11.32,-0.9
2008-04-28,12.57,-0.41,11.07,-0.9
2008-04-29,12.53,-0.41,11.11,-0.9
2008-04-30,12.73,-0.41,11.36,-0.9
2008-05-01,12.3,-0.41,11.03,-0.9
2008-05-02,12.64,-0.41,11.29,-0.9
2008-05-05,12.48,-0.38,11.26,-0.9
2008-05-06,12.18,0.0,11.28,-0.9
2008-05-07,12.46,0.0,11.56,-0.9
2008-05-08,12.46,0.0,11.56,-0.9
2008-05-09,13.04,0.0,12.14,-0.9
2008-05-12,12.89,0.0,11.99,-0.9
2008-05-13,13.26,0.0,12.36,-0.9
2008-05-14,13.33,0.0,12.43,-0.9
2008-05-15,13.19,0.0,12.29,-0.9
2008-05-16,13.44,-0.05,12.59,-0.9
2008-05-19,13.07,-0.15,12.32,-0.9
2008-05-20,13.06,-0.2,12.36,-0.9
2008-05-21,13.25,-0.3,12.65,-0.9
2008-05-22,12.95,-0.3,12.35,-0.9
2008-05-23,13.24,-0.3,12.64,-0.9
2008-05-27,13.11,-0.3,12.51,-0.9
2008-05-28,13.27,-0.3,12.67,-0.9
2008-05-29,12.92,-0.3,12.32,-0.9
2008-05-30,13.2,-0.3,12.65,-0.9
2008-06-02,13.29,-0.3,12.69,-0.9
2008-06-03,13.24,-0.3,12.64,-0.9
2008-06-04,13.5,-0.3,12.9,-0.9
2008-06-05,14.02,-0.3,13.42,-0.9
2008-06-06,14.15,-0.25,13.5,-0.9
2008-06-09,14.22,-0.25,13.57,-0.9
2008-06-10,14.16,-0.25,13.51,-0.9
2008-06-11,14.84,-0.25,14.19,-0.9
2008-06-12,14.88,-0.25,14.23,-0.9
2008-06-13,15.06,-0.25,14.41,-0.9
2008-06-16,15.03,-0.2,14.33,-0.9
2008-06-17,15.33,-0.2,14.63,-0.9
2008-06-18,15.23,-0.2,14.53,-0.9
2008-06-19,15.07,-0.15,14.32,-0.9
2008-06-20,14.94,-0.15,14.19,-0.9
2008-06-23,14.88,-0.15,14.13,-0.9
2008-06-24,14.76,-0.15,14.01,-0.9
2008-06-25,15.1,-0.15,14.35,-0.9
2008-06-26,15.47,-0.15,14.72,-0.9
2008-06-27,15.45,-0.15,14.7,-0.9
2008-06-30,15.64,-0.1,14.84,-0.9
2008-07-01,16.0,-0.1,15.2,-0.9
2008-07-02,16.2,-0.1,15.4,-0.9
2008-07-03,16.26,-0.05,15.41,-0.9
2008-07-07,15.61,0.0,14.71,-0.9
2008-07-08,15.3,0.0,14.4,-0.9
2008-07-09,15.57,0.0,14.67,-0.9
2008-07-10,15.89,0.0,14.99,-0.9
2008-07-11,15.96,0.0,15.06,-0.9
2008-07-14,15.59,0.0,14.69,-0.9
2008-07-15,15.16,0.0,14.26,-0.9
2008-07-16,15.49,0.0,14.59,-0.9
2008-07-17,14.98,0.0,14.08,-0.9
2008-07-18,14.48,0.0,13.58,-0.9
2008-07-21,14.03,0.0,13.13,-0.9
2008-07-22,14.09,0.0,13.19,-0.9
2008-07-23,13.84,0.0,12.94,-0.9
2008-07-24,13.68,-0.05,12.83,-0.9
2008-07-25,13.77,-0.1,12.97,-0.9
2008-07-28,13.76,-0.2,13.06,-0.9
2008-07-29,13.66,-0.25,13.01,-0.9
2008-07-30,13.8,-0.25,13.15,-0.9
2008-07-31,13.79,-0.25,13.14,-0.9
2008-08-01,13.4,-0.25,12.75,-0.9
2008-08-04,12.7,-0.25,12.05,-0.9
2008-08-05,12.44,-0.25,11.79,-0.9
2008-08-06,11.92,-0.3,11.32,-0.9
2008-08-07,12.09,-0.3,11.49,-0.9
2008-08-08,11.51,-0.3,10.91,-0.9
2008-08-11,11.66,-0.3,11.06,-0.9
2008-08-12,11.84,-0.3,11.24,-0.9
2008-08-13,12.54,-0.3,11.99,-0.85
2008-08-14,12.44,-0.3,11.89,-0.85
2008-08-15,11.89,-0.3,11.34,-0.85
2008-08-18,12.59,-0.3,12.04,-0.85
2008-08-19,12.46,-0.3,11.91,-0.85
2008-08-20,12.7,-0.3,12.15,-0.85
2008-08-21,13.18,-0.3,12.63,-0.85
2008-08-22,13.02,-0.25,12.42,-0.85
2008-08-25,13.22,-0.25,12.62,-0.85
2008-08-26,13.25,-0.2,12.6,-0.85
2008-08-27,13.33,-0.15,12.63,-0.85
2008-08-28,13.09,-0.15,12.39,-0.85
2008-08-29,13.09,-0.15,12.39,-0.85
2008-09-02,12.84,-0.15,12.19,-0.8
2008-09-03,12.37,-0.15,11.72,-0.8
2008-09-04,12.2,-0.15,11.55,-0.8
2008-09-05,11.62,-0.15,10.97,-0.8
2008-09-08,11.77,-0.15,11.12,-0.8
2008-09-09,11.86,-0.15,11.21,-0.8
2008-09-10,11.63,-0.15,10.98,-0.8
2008-09-11,11.61,-0.15,10.96,-0.8
2008-09-12,12.12,0.1,11.22,-0.8
2008-09-15,11.89,0.1,10.99,-0.8
2008-09-16,11.34,0.1,10.44,-0.8
2008-09-17,11.14,-0.25,10.59,-0.8
2008-09-18,10.91,-0.25,10.36,-0.8
2008-09-19,11.19,-0.25,10.64,-0.8
2008-09-22,11.3,-0.75,10.94,-0.8
2008-09-23,11.17,-0.7,10.94,-0.8
2008-09-24,11.19,-0.68,11.04,-0.8
2008-09-25,11.18,-0.65,10.97,-0.8
2008-09-26,10.99,-0.65,11.8,-0.8
2008-09-29,10.29,-0.65,10.1,-0.8
2008-09-30,9.8,-0.49,9.74,-0.8
2008-10-01,9.88,-0.65,9.78,-1.0
2008-10-02,9.49,-0.55,9.45,-1.0
2008-10-03,9.37,-0.55,9.3,-1.0
2008-10-06,8.67,-0.55,8.6,-1.0
2008-10-07,8.71,-0.55,8.67,-1.0
2008-10-08,9.14,-0.5,9.31,-0.7
2008-10-09,9.3,-0.5,9.32,-0.8
2008-10-10,8.6,-0.5,8.62,-0.8
2008-10-13,8.83,-0.45,8.95,-0.8
2008-10-14,8.51,-0.45,8.66,-0.8
2008-10-15,8.13,-0.45,8.28,-0.8
2008-10-16,8.22,-0.45,8.3,-0.8
2008-10-17,8.49,-0.45,8.57,-0.8
2008-10-20,8.89,-0.4,8.93,-0.8
2008-10-21,8.78,-0.3,8.67,-0.8
2008-10-22,8.29,-0.3,8.15,-0.8
2008-10-23,8.6,-0.25,8.46,-0.65
2008-10-24,8.39,-0.25,8.25,-0.65
2008-10-27,8.68,-0.25,8.55,-0.65
2008-10-28,8.54,-0.25,8.5,-0.65
2008-10-29,9.07,-0.3,9.06,-0.65
2008-10-30,9.03,-0.4,9.07,-0.65
2008-10-31,8.93,-0.4,9.02,-0.65
2008-11-03,8.98,-0.4,9.05,-0.65
2008-11-04,9.19,-0.4,9.29,-0.65
2008-11-05,8.69,-0.35,8.77,-0.65
2008-11-06,8.71,-0.35,8.71,-0.65
2008-11-07,8.86,-0.35,8.82,-0.65
2008-11-10,9.13,-0.35,9.09,-0.65
2008-11-11,8.81,-0.35,8.79,-0.65
2008-11-12,8.65,-0.3,8.54,-0.65
2008-11-13,8.64,-0.3,8.53,-0.65
2008-11-14,8.66,-0.3,8.55,-0.65
2008-11-17,8.77,-0.3,8.67,-0.65
2008-11-18,8.77,-0.25,8.61,-0.65
2008-11-19,8.72,-0.25,8.5,-0.65
2008-11-20,8.31,-0.25,8.15,-0.55
2008-11-21,8.15,-0.25,7.99,-0.55
2008-11-24,8.59,-0.25,8.47,-0.55
2008-11-25,8.58,-0.25,8.47,-0.55
2008-11-26,8.61,-0.25,8.52,-0.55
2008-11-28,8.56,-0.25,8.51,-0.55
2008-12-01,8.26,-0.2,8.21,-0.55
2008-12-02,8.07,-0.2,8.01,-0.55
2008-12-03,8.1,-0.2,8.0,-0.55
2008-12-04,7.91,-0.2,7.8,-0.55
2008-12-05,7.64,-0.2,7.48,-0.55
2008-12-08,8.01,-0.2,7.89,-0.55
2008-12-09,7.93,-0.2,7.79,-0.55
2008-12-10,8.1,-0.2,7.97,-0.55
2008-12-11,8.37,-0.2,8.23,-0.55
2008-12-12,8.34,-0.2,8.19,-0.55
2008-12-15,8.26,-0.2,8.15,-0.55
2008-12-16,8.44,-0.15,8.31,-0.55
2008-12-17,8.49,-0.15,8.41,-0.55
2008-12-18,8.55,-0.15,8.47,-0.55
2008-12-19,8.53,-0.15,8.44,-0.55
2008-12-22,8.72,-0.15,8.61,-0.55
2008-12-23,8.86,-0.15,8.74,-0.55
2008-12-24,9.01,-0.15,8.73,-0.55
2008-12-26,9.37,-0.15,9.25,-0.55
2008-12-29,9.26,-0.2,9.26,-0.2
2008-12-31,9.6,-0.2,9.52,-0.55
2009-01-02,9.57,-0.2,9.49,-0.55
2009-01-05,9.67,-0.2,9.57,-0.55
2009-01-06,9.96,-0.2,9.8,-0.55
2009-01-07,9.7,-0.2,9.51,-0.55
2009-01-08,9.7,-0.2,9.46,-0.55
2009-01-09,10.16,-0.2,9.75,-0.55
2009-01-12,9.46,-0.2,9.08,-0.55
2009-01-13,9.52,-0.2,9.08,-0.55
2009-01-14,9.52,-0.2,9.0,-0.55
2009-01-15,9.73,-0.22,9.06,-0.55
2009-01-16,9.98,-0.22,9.17,-0.55
2009-01-20,9.7,-0.22,8.99,-0.55
2009-01-21,10.0,-0.21,9.19,-0.55
2009-01-22,9.92,-0.2,9.08,-0.5
2009-01-23,9.89,-0.2,8.93,-0.5
2009-01-26,9.89,-0.2,8.96,-0.5
2009-01-27,9.56,-0.2,8.86,-0.5
2009-01-28,9.63,-0.2,8.85,-0.5
2009-01-29,9.51,-0.2,8.81,-0.5
2009-01-30,9.6,-0.2,8.95,-0.5
2009-02-02,9.4,-0.2,8.75,-0.5
2009-02-03,9.31,-0.15,8.45,-0.5
2009-02-04,9.35,-0.15,8.4,-0.5
2009-02-05,9.65,-0.15,8.65,-0.5
2009-02-06,9.89,-0.12,8.96,-0.5
2009-02-09,9.9,-0.12,8.93,-0.5
2009-02-10,9.82,-0.12,8.89,-0.5
2009-02-11,9.7,-0.08,8.68,-0.5
2009-02-12,9.61,-0.08,8.51,-0.5
2009-02-13,9.48,-0.08,8.43,-0.5
2009-02-17,8.98,-0.05,8.03,-0.5
2009-02-18,8.83,-0.05,7.86,-0.5
2009-02-19,8.8,-0.05,7.95,-0.5
2009-02-20,8.53,-0.1,7.81,-0.5
2009-02-23,8.63,-0.1,7.9,-0.5
2009-02-24,8.71,-0.1,7.9,-0.5
2009-02-25,8.68,-0.1,7.86,-0.5
2009-02-26,8.59,-0.1,7.88,-0.5
2009-02-27,8.65,-0.07,7.78,-0.5
2009-03-02,8.51,-0.03,7.41,-0.5
2009-03-03,8.51,-0.03,7.41,-0.5
2009-03-04,8.64,-0.05,7.6,-0.5
2009-03-05,8.47,-0.05,7.5,-0.5
2009-03-06,8.62,-0.05,7.65,-0.5
2009-03-09,8.6,-0.05,7.68,-0.5
2009-03-10,8.72,-0.05,7.86,-0.5
2009-03-11,8.57,-0.05,7.67,-0.5
2009-03-12,8.77,-0.05,7.92,-0.5
2009-03-13,8.72,-0.05,7.74,-0.5
2009-03-16,9.06,-0.05,8.01,-0.5
2009-03-17,9.08,-0.05,8.11,-0.5
2009-03-18,9.1,-0.05,8.06,-0.5
2009-03-19,9.31,-0.1,8.43,-0.5
2009-03-20,9.42,-0.1,8.43,-0.5
2009-03-23,9.44,-0.12,8.46,-0.5
2009-03-24,9.55,-0.12,8.47,-0.5
2009-03-25,9.39,-0.12,8.3,-0.5
2009-03-26,9.32,-0.12,8.31,-0.5
2009-03-27,9.05,-0.12,8.11,-0.5
2009-03-30,8.95,-0.1,7.97,-0.45
2009-03-31,9.42,-0.1,8.47,-0.45
2009-04-01,9.42,-0.1,8.47,-0.45
2009-04-02,9.67,-0.1,8.71,-0.45
2009-04-03,9.86,-0.1,8.78,-0.45
2009-04-06,9.84,-0.1,8.67,-0.45
2009-04-07,9.8,-0.1,8.64,-0.45
2009-04-08,9.96,-0.1,8.71,-0.45
2009-04-09,9.95,-0.12,8.77,-0.45
2009-04-13,10.1,-0.12,8.82,-0.45
2009-04-14,10.21,-0.15,8.94,-0.45
2009-04-15,10.2,-0.15,8.95,-0.45
2009-04-16,10.38,-0.13,8.98,-0.45
2009-04-17,10.31,-0.2,8.9,-0.45
2009-04-20,10.02,-0.1,8.58,-0.45
2009-04-21,10.23,-0.1,8.86,-0.45
2009-04-22,10.29,-0.1,8.79,-0.45
2009-04-23,10.22,-0.1,8.79,-0.45
2009-04-24,10.24,-0.1,8.88,-0.45
2009-04-27,9.9,-0.07,8.6,-0.45
2009-04-28,9.76,-0.07,8.55,-0.45
2009-04-29,10.18,-0.07,8.88,-0.45
2009-04-30,10.48,-0.07,9.04,-0.4
2009-05-01,10.86,-0.05,9.31,-0.4
2009-05-04,10.98,-0.05,9.31,-0.4
2009-05-05,10.96,-0.05,9.21,-0.4
2009-05-06,11.13,-0.05,9.38,-0.4
2009-05-07,10.97,-0.05,9.32,-0.4
2009-05-08,11.07,-0.05,9.4,-0.4
2009-05-11,11.11,-0.05,9.43,-0.4
2009-05-12,11.13,-0.05,9.4,-0.4
2009-05-13,11.26,-0.02,9.42,-0.4
2009-05-14,11.46,-0.02,9.52,-0.4
2009-05-15,11.38,0.07,9.36,-0.4
2009-05-18,11.54,0.07,9.47,-0.4
2009-05-19,11.71,0.09,9.58,-0.38
2009-05-20,11.78,0.09,9.77,-0.38
2009-05-21,11.84,0.09,9.86,-0.38
2009-05-22,11.75,0.09,9.94,-0.38
2009-05-26,11.95,0.09,10.05,-0.38
2009-05-27,11.96,0.09,10.12,-0.38
2009-05-28,11.96,0.55,10.18,-0.35
2009-05-29,12.04,0.55,10.28,-0.35
2009-06-01,12.31,0.55,10.51,-0.35
2009-06-02,12.25,0.55,10.48,-0.35
2009-06-03,11.92,0.55,10.12,-0.35
2009-06-04,12.33,0.55,10.47,-0.35
2009-06-05,12.29,0.57,10.27,-0.35
2009-06-08,12.47,0.8,10.17,-0.35
2009-06-09,12.52,0.75,10.38,-0.35
2009-06-10,12.5,0.75,10.44,-0.35
2009-06-11,12.66,0.8,10.55,-0.35
2009-06-12,12.51,0.8,10.42,-0.35
2009-06-15,11.98,0.7,9.9,-0.35
2009-06-16,11.99,0.7,9.94,-0.35
2009-06-17,12.12,0.7,10.15,-35.0
2009-06-18,12.15,0.65,10.09,-0.35
2009-06-19,11.85,0.65,9.71,-0.35
2009-06-22,11.55,0.65,9.46,-0.35
2009-06-23,11.8,1.75,9.7,-0.35
2009-06-24,11.83,1.75,9.78,-0.3
2009-06-25,11.77,1.75,9.72,-0.3
2009-06-26,11.66,1.75,9.61,-0.3
2009-06-29,11.59,1.75,9.54,-0.3
2009-06-30,11.56,1.75,9.51,-0.3
2009-07-01,11.91,1.75,9.86,-0.3
2009-07-02,11.71,1.65,9.76,-0.3
2009-07-06,11.28,1.65,9.33,-0.3
2009-07-07,10.6,1.65,8.65,-0.3
2009-07-08,10.57,1.65,8.62,-0.3
2009-07-09,10.86,1.7,8.86,-0.3
2009-07-10,10.87,1.7,8.87,-0.3
2009-07-13,10.72,1.6,8.82,-0.3
2009-07-14,10.68,1.5,8.88,-0.3
2009-07-15,10.55,1.5,8.75,-0.3
2009-07-16,10.15,1.25,8.65,-0.25
2009-07-17,10.39,1.15,8.99,-0.25
2009-07-20,10.38,1.15,8.98,-0.25
2009-07-21,10.2,1.15,8.8,-0.25
2009-07-22,10.23,1.15,8.83,-0.25
2009-07-23,10.37,1.05,9.07,-0.25
2009-07-24,10.15,1.0,8.9,-0.25
2009-07-27,10.07,1.0,8.82,-0.25
2009-07-28,10.27,1.0,9.02,-0.25
2009-07-29,10.16,1.0,8.91,-0.25
2009-07-30,10.51,0.8,9.46,-0.25
2009-07-31,10.62,0.8,9.57,-0.25
2009-08-03,11.11,0.8,10.06,-0.25
2009-08-04,11.27,0.95,10.07,-0.25
2009-08-05,11.5,1.05,10.2,-0.25
2009-08-06,11.35,1.05,10.05,-0.25
2009-08-07,11.44,1.05,10.14,-0.25
2009-08-10,11.25,1.15,9.85,-0.25
2009-08-11,11.54,1.15,10.14,-0.25
2009-08-12,11.59,1.15,10.19,-0.25
2009-08-13,11.34,1.15,9.94,-0.25
2009-08-14,10.57,0.75,9.57,-0.25
2009-08-17,10.3,0.75,9.3,-0.25
2009-08-18,10.29,0.7,9.34,-0.25
2009-08-19,10.28,0.7,9.33,-0.25
2009-08-20,10.22,0.65,9.37,-0.2
2009-08-21,10.38,0.65,9.53,-0.2
2009-08-24,10.83,0.75,9.88,-0.2
2009-08-25,10.84,0.85,9.79,-0.2
2009-08-26,11.02,1.05,9.77,-0.2
2009-08-27,11.41,1.45,9.76,-0.2
2009-08-28,11.81,1.7,9.91,-0.2
2009-08-31,11.59,1.8,9.59,-0.2
2009-09-01,11.36,1.8,9.36,-0.2
2009-09-02,11.31,1.8,9.36,-0.15
2009-09-03,10.42,1.0,9.27,-0.15
2009-09-04,10.22,1.0,9.07,-0.15
2009-09-08,10.12,0.75,9.17,-0.2
2009-09-09,10.29,1.0,9.09,-0.2
2009-09-10,10.27,1.0,9.07,-0.2
2009-09-11,9.78,0.75,8.83,-0.2
2009-09-14,9.44,0.35,8.89,-0.2
2009-09-15,9.95,0.35,9.4,-0.2
2009-09-16,9.51,0.0,9.33,-0.18
2009-09-17,9.53,0.0,9.38,-0.15
2009-09-18,9.41,0.0,9.26,-0.15
2009-09-21,9.14,0.0,8.99,-0.15
2009-09-22,9.22,0.0,9.07,-0.15
2009-09-23,9.21,0.0,9.06,-0.15
2009-09-24,9.3,0.1,9.05,-0.15
2009-09-25,9.36,0.1,9.11,-0.15
2009-09-28,9.3,0.1,9.05,-0.15
2009-09-29,9.12,-0.05,9.02,-0.15
2009-09-30,9.22,-0.05,9.12,-0.15
2009-10-01,9.13,-0.05,9.03,-0.15
2009-10-02,8.7,-0.15,8.42,-0.45
2009-10-05,8.7,-0.15,8.42,-0.45
2009-10-06,8.95,-0.15,8.63,-0.45
2009-10-07,8.97,-0.15,8.72,-0.45
2009-10-08,9.26,-0.1,8.91,-0.45
2009-10-09,9.54,-0.1,9.04,-0.45
2009-10-12,9.94,-0.05,9.34,-0.45
2009-10-13,9.88,-0.05,9.35,-0.4
2009-10-14,9.89,-0.05,9.36,-0.4
2009-10-15,9.78,-0.05,9.39,-0.4
2009-10-16,9.73,-0.05,9.34,-0.4
2009-10-19,9.89,-0.07,9.51,-0.4
2009-10-20,9.76,-0.07,9.35,-0.4
2009-10-21,10.0,-0.09,9.5,-0.4
2009-10-22,9.96,-0.1,9.48,-0.4
2009-10-23,9.96,-0.1,9.42,-0.4
2009-10-26,9.77,-0.1,9.28,-0.4
2009-10-27,9.64,-0.1,9.23,-0.4
2009-10-28,9.59,-0.1,9.16,-0.4
2009-10-29,9.71,-0.15,9.35,-0.4
2009-10-30,9.65,-0.13,9.22,-0.4
2009-11-02,9.85,-0.13,9.42,-0.4
2009-11-03,9.93,-0.18,9.53,-0.4
2009-11-04,9.84,-0.15,9.46,-0.4
2009-11-05,9.57,-0.15,9.25,-0.4
2009-11-06,9.3,-0.25,9.14,-0.4
2009-11-09,9.47,-0.25,9.39,-0.4
2009-11-10,9.43,-0.25,9.4,-0.4
2009-11-11,9.47,-0.25,9.45,-0.4
2009-11-12,9.68,-0.22,9.59,-0.4
2009-11-13,9.65,-0.22,9.57,-0.4
2009-11-16,9.9,-0.2,9.76,-0.4
2009-11-17,10.07,-0.23,9.9,-0.4
2009-11-18,10.05,-0.22,9.8,-0.4
2009-11-19,10.21,-0.18,9.82,-0.4
2009-11-20,10.28,-0.18,9.83,-0.4
2009-11-23,10.24,-0.18,9.86,-0.4
2009-11-24,10.28,-0.18,9.96,-0.4
2009-11-25,10.37,-0.18,10.1,-0.4
2009-11-27,10.35,-0.18,10.08,-0.4
2009-11-30,10.43,-0.18,10.12,-0.4
2009-12-01,10.42,-0.18,10.09,-0.4
2009-12-02,10.16,-0.18,9.92,-0.4
2009-12-03,10.29,-0.18,10.07,-0.4
2009-12-04,10.25,-0.18,10.02,-0.4
2009-12-07,10.35,-0.18,10.07,-0.4
2009-12-08,10.26,-0.18,9.97,-0.4
